age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,salary
64,Self-emp,Masters,15,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,92,130038
42,Private,Doctorate,4,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,89,128608
54,Self-emp,Some-college,15,Married,Tech-support,Husband,White,Female,86,15966
64,Government,Bachelors,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,89,70630
25,Unemployed,Some-college,6,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,90,31557
59,Private,Some-college,8,Married,Sales,Husband,Black,Male,50,26440
33,Unemployed,Assoc,14,Married,Exec-managerial,Wife,White,Male,29,52166
25,Government,Some-college,1,Married,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,64,35936
18,Private,Doctorate,7,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,41,103269
61,Unemployed,Bachelors,8,Married,Prof-specialty,Husband,Other,Female,96,96842
22,Unemployed,Doctorate,9,Single,Prof-specialty,Own-child,White,Female,26,84091
20,Government,HS-grad,11,Single,Sales,Not-in-family,White,Male,28,28855
18,Unemployed,Masters,8,Divorced,Sales,Wife,Asian-Pac-Islander,Male,84,84650
21,Government,Some-college,7,Single,Tech-support,Own-child,Black,Female,48,34490
57,Self-emp,Assoc,16,Separated,Sales,Wife,Asian-Pac-Islander,Female,66,46474
52,Government,Bachelors,3,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,23,70278
49,Self-emp,Assoc,2,Single,Sales,Not-in-family,Asian-Pac-Islander,Female,39,41686
59,Private,Assoc,15,Separated,Prof-specialty,Not-in-family,Black,Male,69,45436
51,Unemployed,Assoc,3,Single,Tech-support,Unmarried,Asian-Pac-Islander,Female,21,69555
60,Government,Some-college,4,Separated,Exec-managerial,Wife,White,Female,86,39705
42,Government,Bachelors,4,Married,Exec-managerial,Wife,Black,Male,49,75668
27,Unemployed,Bachelors,6,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Female,75,95406
38,Unemployed,Assoc,12,Married,Craft-repair,Husband,Other,Male,94,53705
63,Private,Masters,7,Separated,Exec-managerial,Not-in-family,Other,Female,92,123362
56,Private,Some-college,12,Separated,Prof-specialty,Not-in-family,White,Male,36,26332
44,Government,Some-college,4,Single,Exec-managerial,Own-child,Other,Female,81,34772
44,Private,Doctorate,16,Separated,Exec-managerial,Wife,Other,Male,85,105566
19,Self-emp,Some-college,10,Single,Prof-specialty,Unmarried,Other,Male,37,27395
58,Private,Assoc,6,Separated,Sales,Wife,Amer-Indian-Eskimo,Male,89,45667
65,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,Other,Male,88,47323
30,Government,Assoc,14,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,94,59031
26,Self-emp,Bachelors,6,Single,Prof-specialty,Wife,White,Male,42,51818
69,Private,Some-college,14,Single,Other-service,Not-in-family,White,Female,62,23414
53,Self-emp,Some-college,3,Married,Tech-support,Unmarried,White,Male,99,21956
39,Self-emp,Doctorate,1,Widowed,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,85,128876
59,Self-emp,HS-grad,11,Married,Sales,Own-child,Amer-Indian-Eskimo,Female,6,36121
43,Unemployed,Some-college,10,Widowed,Other-service,Unmarried,Other,Male,85,38952
29,Unemployed,Doctorate,10,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,8,101497
34,Unemployed,Doctorate,13,Separated,Other-service,Unmarried,Other,Female,69,96004
31,Unemployed,HS-grad,5,Married,Sales,Own-child,White,Male,40,49821
31,Government,Assoc,16,Divorced,Other-service,Own-child,Asian-Pac-Islander,Male,10,66737
51,Private,Assoc,10,Widowed,Other-service,Wife,White,Male,31,84578
37,Unemployed,Assoc,10,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Male,30,85986
28,Government,Masters,3,Single,Prof-specialty,Wife,Black,Female,51,84452
33,Private,Assoc,8,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,85,77048
68,Unemployed,HS-grad,10,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,36,59523
48,Private,Masters,15,Widowed,Exec-managerial,Wife,White,Male,61,79854
23,Unemployed,Assoc,1,Single,Craft-repair,Not-in-family,White,Female,27,67699
36,Government,Masters,11,Married,Tech-support,Unmarried,Black,Female,35,116159
54,Self-emp,HS-grad,2,Widowed,Sales,Unmarried,Other,Male,60,46058
21,Self-emp,Assoc,3,Single,Other-service,Unmarried,Asian-Pac-Islander,Male,32,94943
64,Private,Bachelors,3,Married,Prof-specialty,Unmarried,Black,Male,90,46214
21,Government,Some-college,12,Separated,Other-service,Unmarried,Black,Female,4,23569
37,Self-emp,HS-grad,8,Married,Prof-specialty,Not-in-family,White,Female,91,27322
27,Unemployed,Doctorate,5,Widowed,Craft-repair,Husband,White,Female,27,108350
41,Self-emp,Doctorate,8,Divorced,Tech-support,Own-child,Other,Female,47,123169
52,Private,HS-grad,11,Married,Tech-support,Husband,Other,Male,6,40333
43,Private,Doctorate,16,Divorced,Sales,Own-child,White,Female,82,108493
54,Government,HS-grad,14,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Male,26,34867
55,Private,Bachelors,15,Married,Tech-support,Unmarried,Other,Male,24,99200
38,Self-emp,HS-grad,15,Separated,Exec-managerial,Wife,Black,Male,71,39648
57,Self-emp,Assoc,11,Married,Craft-repair,Wife,White,Male,44,94893
56,Self-emp,Assoc,6,Single,Other-service,Own-child,Asian-Pac-Islander,Female,14,71871
38,Self-emp,Masters,15,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Male,13,135644
27,Government,Doctorate,12,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,26,90882
55,Unemployed,Some-college,2,Divorced,Other-service,Wife,White,Female,43,18091
63,Unemployed,Doctorate,11,Widowed,Prof-specialty,Husband,Black,Female,43,125311
21,Government,HS-grad,4,Single,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,66,48254
62,Private,Some-college,16,Single,Tech-support,Not-in-family,Black,Male,87,34111
37,Unemployed,Some-college,9,Single,Other-service,Unmarried,Asian-Pac-Islander,Male,28,16736
34,Private,Doctorate,16,Married,Prof-specialty,Wife,Black,Male,1,96745
24,Unemployed,Some-college,4,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,96,15769
21,Private,Some-college,5,Widowed,Craft-repair,Wife,Other,Female,12,21022
46,Government,Assoc,5,Single,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,50,63843
31,Self-emp,Bachelors,10,Single,Sales,Own-child,Asian-Pac-Islander,Female,53,63998
20,Private,HS-grad,8,Widowed,Other-service,Husband,Amer-Indian-Eskimo,Female,60,59104
41,Self-emp,Doctorate,6,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,55,86487
54,Private,Assoc,10,Divorced,Exec-managerial,Not-in-family,White,Female,35,78089
33,Private,Masters,7,Widowed,Craft-repair,Wife,White,Male,61,95078
69,Private,Some-college,6,Separated,Sales,Wife,Asian-Pac-Islander,Male,26,21968
21,Private,Some-college,14,Divorced,Exec-managerial,Wife,Other,Male,31,31520
41,Private,Doctorate,14,Widowed,Tech-support,Own-child,White,Female,57,80543
51,Self-emp,Bachelors,14,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,12,77095
47,Private,Bachelors,5,Single,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,93,57071
35,Self-emp,Doctorate,16,Widowed,Tech-support,Wife,White,Female,5,102554
36,Government,Doctorate,15,Married,Sales,Wife,White,Female,99,134137
48,Unemployed,Assoc,5,Single,Craft-repair,Own-child,Asian-Pac-Islander,Female,7,52155
36,Private,Doctorate,3,Single,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,16,145827
66,Unemployed,Masters,7,Divorced,Tech-support,Own-child,Black,Female,96,80721
63,Self-emp,Assoc,13,Separated,Craft-repair,Not-in-family,Black,Male,52,94029
36,Government,Some-college,10,Divorced,Tech-support,Unmarried,Other,Male,81,18550
39,Government,Some-college,5,Married,Exec-managerial,Wife,White,Male,21,29079
41,Government,Some-college,7,Single,Exec-managerial,Husband,Black,Female,27,30618
62,Unemployed,Some-college,15,Single,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,79,35616
29,Self-emp,HS-grad,2,Widowed,Sales,Husband,White,Male,23,55281
47,Private,Masters,9,Separated,Prof-specialty,Own-child,Black,Female,72,148962
55,Private,Assoc,8,Separated,Exec-managerial,Own-child,Other,Male,25,62825
48,Self-emp,Assoc,15,Widowed,Sales,Own-child,Other,Male,11,46105
53,Unemployed,Some-college,5,Married,Prof-specialty,Wife,Other,Female,63,28329
36,Private,Bachelors,2,Separated,Exec-managerial,Own-child,Other,Female,57,74866
65,Self-emp,Assoc,6,Single,Prof-specialty,Husband,Asian-Pac-Islander,Female,85,54622
62,Private,Masters,8,Married,Other-service,Not-in-family,Other,Male,54,137308
53,Government,Doctorate,7,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Male,10,76544
47,Private,Masters,16,Divorced,Craft-repair,Not-in-family,Other,Female,50,120013
66,Unemployed,Some-college,8,Married,Exec-managerial,Own-child,Black,Male,73,28943
50,Self-emp,Some-college,4,Single,Exec-managerial,Unmarried,White,Female,1,24146
35,Unemployed,HS-grad,16,Divorced,Tech-support,Wife,Black,Female,86,44814
69,Self-emp,Assoc,14,Single,Exec-managerial,Own-child,White,Female,70,67681
66,Government,Assoc,3,Widowed,Exec-managerial,Wife,Asian-Pac-Islander,Male,30,73678
45,Self-emp,Assoc,16,Separated,Other-service,Unmarried,White,Male,55,82889
64,Private,Some-college,7,Married,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,98,37750
28,Private,Assoc,2,Separated,Exec-managerial,Husband,Other,Female,77,68272
62,Government,Bachelors,14,Widowed,Exec-managerial,Husband,Black,Female,86,59595
50,Self-emp,Bachelors,5,Divorced,Sales,Unmarried,White,Male,6,56492
34,Government,Doctorate,13,Single,Exec-managerial,Not-in-family,Black,Male,24,79221
23,Private,Assoc,7,Single,Tech-support,Unmarried,Other,Male,85,53624
21,Unemployed,HS-grad,1,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,87,25435
37,Government,Doctorate,4,Married,Exec-managerial,Own-child,Other,Female,5,122602
65,Unemployed,Some-college,15,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Male,7,16605
64,Unemployed,Assoc,2,Divorced,Other-service,Wife,Black,Male,3,59146
44,Self-emp,Bachelors,6,Married,Other-service,Not-in-family,Asian-Pac-Islander,Male,13,65820
32,Government,HS-grad,12,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,54,56241
23,Unemployed,Doctorate,1,Widowed,Tech-support,Own-child,Asian-Pac-Islander,Female,63,106593
64,Unemployed,HS-grad,7,Single,Sales,Own-child,Asian-Pac-Islander,Male,76,59761
31,Self-emp,Assoc,3,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Male,6,92466
28,Self-emp,Masters,12,Married,Sales,Wife,White,Female,98,90877
56,Private,HS-grad,1,Single,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,79,41912
26,Unemployed,HS-grad,15,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,47,59245
43,Private,Some-college,8,Separated,Other-service,Husband,Other,Female,82,39155
33,Unemployed,Bachelors,7,Separated,Other-service,Wife,Other,Male,55,51059
22,Private,Assoc,2,Single,Other-service,Husband,Other,Male,49,74637
69,Self-emp,HS-grad,7,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,57,32385
27,Government,Assoc,3,Divorced,Prof-specialty,Husband,Other,Female,3,72489
67,Self-emp,Bachelors,15,Separated,Sales,Unmarried,White,Male,22,93730
20,Private,Some-college,13,Separated,Other-service,Own-child,Black,Male,35,24962
30,Private,Assoc,9,Married,Tech-support,Own-child,Other,Female,28,88241
60,Government,Bachelors,8,Single,Sales,Unmarried,Other,Female,42,93492
66,Unemployed,Bachelors,5,Widowed,Other-service,Not-in-family,White,Female,12,48426
47,Private,Doctorate,7,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,1,91632
62,Private,Some-college,3,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,94,34366
23,Private,Some-college,1,Widowed,Prof-specialty,Wife,White,Male,23,26371
34,Government,Assoc,1,Married,Other-service,Husband,Other,Male,28,67794
62,Self-emp,Masters,15,Single,Prof-specialty,Wife,Black,Male,69,78527
68,Private,Doctorate,11,Divorced,Craft-repair,Wife,Other,Female,36,142770
36,Government,Some-college,2,Married,Prof-specialty,Wife,White,Female,54,26157
59,Private,Bachelors,8,Single,Other-service,Own-child,White,Male,47,60466
52,Unemployed,Some-college,1,Married,Sales,Unmarried,Asian-Pac-Islander,Male,56,25038
63,Government,Masters,16,Separated,Prof-specialty,Not-in-family,White,Male,10,149739
43,Private,HS-grad,11,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,5,35925
68,Government,HS-grad,12,Widowed,Craft-repair,Wife,White,Male,14,41773
22,Private,Some-college,5,Married,Other-service,Not-in-family,Asian-Pac-Islander,Male,24,26674
46,Self-emp,Some-college,9,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,63,34568
54,Private,Doctorate,12,Single,Exec-managerial,Unmarried,Other,Male,28,71615
37,Government,Some-college,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,21,23865
66,Unemployed,Masters,2,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,76,112475
38,Unemployed,Some-college,7,Married,Craft-repair,Unmarried,White,Male,20,18612
27,Unemployed,Assoc,11,Separated,Prof-specialty,Husband,Black,Male,62,49838
22,Private,Masters,1,Single,Sales,Own-child,White,Male,96,131443
53,Self-emp,Doctorate,3,Married,Other-service,Own-child,Other,Female,51,80654
23,Private,Assoc,6,Single,Exec-managerial,Wife,Other,Female,40,75803
43,Unemployed,Assoc,9,Widowed,Other-service,Husband,Asian-Pac-Islander,Male,85,86711
21,Government,HS-grad,10,Separated,Other-service,Not-in-family,Other,Male,81,36276
56,Unemployed,Masters,2,Separated,Craft-repair,Unmarried,Other,Male,65,94514
56,Government,Assoc,7,Widowed,Prof-specialty,Wife,White,Male,28,63865
67,Self-emp,Doctorate,15,Single,Sales,Not-in-family,Amer-Indian-Eskimo,Male,54,98972
52,Government,HS-grad,4,Married,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,2,27188
18,Private,Assoc,2,Single,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,81,49319
41,Private,Masters,3,Married,Prof-specialty,Unmarried,Other,Male,14,106529
53,Private,HS-grad,6,Widowed,Craft-repair,Unmarried,Other,Female,14,54907
23,Government,Masters,16,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,44,75427
58,Private,Masters,10,Married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,82,105352
63,Private,Masters,9,Separated,Sales,Husband,Other,Female,40,131144
61,Private,HS-grad,16,Separated,Other-service,Wife,Asian-Pac-Islander,Female,34,58513
48,Self-emp,Assoc,8,Separated,Exec-managerial,Own-child,White,Male,65,61224
37,Government,Some-college,10,Single,Exec-managerial,Own-child,Other,Female,18,38810
41,Government,Bachelors,14,Single,Other-service,Not-in-family,Other,Female,34,78968
42,Unemployed,Assoc,11,Single,Tech-support,Own-child,Other,Female,87,65743
53,Government,HS-grad,9,Separated,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,49,37607
38,Self-emp,Bachelors,4,Married,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,80,53431
47,Government,Bachelors,12,Separated,Craft-repair,Not-in-family,Other,Female,83,51380
41,Self-emp,Bachelors,4,Married,Other-service,Wife,Other,Male,55,77820
61,Self-emp,Some-college,15,Single,Other-service,Own-child,White,Male,62,35627
59,Government,Doctorate,9,Divorced,Other-service,Unmarried,White,Female,70,104555
47,Unemployed,HS-grad,8,Single,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,24,28058
39,Private,Some-college,12,Widowed,Other-service,Wife,Asian-Pac-Islander,Female,81,32774
45,Private,Some-college,15,Married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,48,38227
24,Government,Doctorate,2,Divorced,Sales,Unmarried,Black,Male,80,125712
52,Government,Bachelors,8,Single,Tech-support,Wife,White,Male,39,83660
45,Self-emp,Doctorate,1,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,48,134663
31,Government,Doctorate,9,Separated,Tech-support,Own-child,White,Male,70,102524
27,Self-emp,Some-college,9,Married,Other-service,Husband,White,Female,80,33025
33,Unemployed,HS-grad,13,Widowed,Prof-specialty,Husband,Black,Female,9,57580
33,Government,Masters,15,Separated,Craft-repair,Not-in-family,White,Male,29,113469
48,Private,Doctorate,8,Divorced,Tech-support,Husband,Black,Female,68,109830
59,Private,Doctorate,11,Single,Tech-support,Wife,Black,Male,60,93009
42,Government,Bachelors,5,Married,Prof-specialty,Husband,White,Female,26,79276
30,Self-emp,Bachelors,5,Widowed,Tech-support,Husband,White,Female,38,66567
23,Private,Some-college,13,Single,Sales,Husband,Asian-Pac-Islander,Male,62,35711
61,Self-emp,Bachelors,3,Widowed,Prof-specialty,Wife,White,Male,26,40401
26,Government,Assoc,5,Married,Tech-support,Own-child,White,Female,14,46723
62,Government,Doctorate,4,Divorced,Tech-support,Unmarried,White,Female,99,141878
53,Private,Bachelors,1,Widowed,Tech-support,Husband,Asian-Pac-Islander,Female,49,71055
60,Government,HS-grad,16,Married,Prof-specialty,Not-in-family,Black,Female,43,47101
37,Unemployed,Assoc,16,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,88,56021
35,Unemployed,Some-college,9,Single,Exec-managerial,Wife,White,Female,8,22680
60,Private,Masters,15,Widowed,Other-service,Own-child,Other,Male,40,149379
38,Unemployed,Doctorate,10,Single,Tech-support,Husband,White,Female,25,101557
21,Self-emp,Doctorate,14,Single,Exec-managerial,Wife,Asian-Pac-Islander,Male,63,133591
67,Private,HS-grad,4,Married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,4,57051
50,Private,Masters,3,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Male,15,84661
44,Self-emp,Masters,6,Widowed,Tech-support,Own-child,Other,Female,16,136538
24,Unemployed,Some-college,1,Divorced,Other-service,Wife,Asian-Pac-Islander,Female,54,29083
23,Unemployed,Some-college,5,Single,Exec-managerial,Not-in-family,Black,Male,11,36903
32,Unemployed,Assoc,16,Separated,Craft-repair,Own-child,White,Female,28,64884
35,Private,Doctorate,15,Single,Exec-managerial,Not-in-family,Black,Male,7,91343
49,Private,Bachelors,7,Separated,Craft-repair,Own-child,Asian-Pac-Islander,Male,38,43111
28,Unemployed,Some-college,2,Separated,Sales,Own-child,Asian-Pac-Islander,Male,24,34026
37,Government,HS-grad,10,Divorced,Craft-repair,Own-child,Black,Male,95,44990
41,Unemployed,HS-grad,9,Separated,Other-service,Unmarried,Black,Male,68,40544
32,Self-emp,HS-grad,12,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,37,43820
65,Private,Some-college,15,Married,Tech-support,Unmarried,White,Male,35,36193
24,Self-emp,Some-college,6,Single,Sales,Not-in-family,Black,Female,6,34608
38,Self-emp,HS-grad,2,Divorced,Exec-managerial,Unmarried,White,Female,33,58645
59,Private,Some-college,8,Single,Craft-repair,Unmarried,Other,Female,96,15386
43,Government,Bachelors,8,Widowed,Sales,Unmarried,Asian-Pac-Islander,Male,99,53026
61,Unemployed,Bachelors,1,Married,Prof-specialty,Wife,Black,Female,81,86222
31,Self-emp,Assoc,12,Widowed,Craft-repair,Unmarried,Other,Female,54,66149
54,Private,Doctorate,1,Widowed,Other-service,Own-child,Asian-Pac-Islander,Female,96,108920
38,Self-emp,Bachelors,1,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,14,50179
35,Unemployed,Assoc,12,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,19,89384
22,Government,Masters,4,Widowed,Craft-repair,Husband,Black,Female,88,148508
20,Government,Doctorate,4,Separated,Prof-specialty,Husband,Other,Female,11,107609
40,Government,Bachelors,16,Single,Tech-support,Own-child,Other,Male,71,42104
43,Private,Masters,8,Separated,Tech-support,Husband,Other,Female,45,92467
54,Private,Assoc,1,Widowed,Exec-managerial,Husband,Asian-Pac-Islander,Female,60,74748
41,Government,Bachelors,10,Separated,Prof-specialty,Husband,White,Female,88,45843
66,Unemployed,Bachelors,3,Separated,Exec-managerial,Not-in-family,White,Female,58,65222
36,Unemployed,Some-college,11,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Female,88,17825
68,Private,Masters,1,Divorced,Exec-managerial,Unmarried,Black,Male,78,87943
42,Government,Bachelors,9,Widowed,Craft-repair,Husband,Asian-Pac-Islander,Female,24,45159
38,Unemployed,HS-grad,10,Single,Other-service,Own-child,White,Female,11,26760
29,Unemployed,Some-college,12,Married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,72,18297
58,Unemployed,Some-college,9,Married,Other-service,Own-child,Other,Female,44,39887
50,Private,Bachelors,7,Widowed,Prof-specialty,Own-child,Black,Female,79,42138
67,Government,Some-college,16,Single,Tech-support,Husband,Black,Female,66,31536
21,Self-emp,Doctorate,13,Single,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,88,123196
59,Government,Masters,12,Single,Prof-specialty,Husband,Asian-Pac-Islander,Female,45,96657
24,Government,Doctorate,15,Divorced,Tech-support,Wife,Other,Female,74,107137
39,Private,Assoc,8,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,32,98215
50,Unemployed,Doctorate,1,Married,Sales,Wife,Amer-Indian-Eskimo,Female,17,111589
34,Unemployed,HS-grad,5,Single,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,54,26215
41,Private,Some-college,15,Widowed,Sales,Husband,Asian-Pac-Islander,Male,10,33794
51,Private,Some-college,14,Married,Craft-repair,Own-child,Asian-Pac-Islander,Female,86,39823
45,Private,HS-grad,2,Divorced,Other-service,Husband,Asian-Pac-Islander,Male,6,53356
60,Private,Some-college,16,Separated,Prof-specialty,Husband,White,Female,91,15378
58,Private,Doctorate,13,Married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,20,147879
56,Self-emp,Assoc,1,Married,Prof-specialty,Unmarried,Black,Female,1,42578
39,Government,Bachelors,3,Married,Tech-support,Own-child,White,Male,64,75047
66,Government,HS-grad,7,Separated,Sales,Wife,Other,Male,81,52515
34,Government,Doctorate,1,Single,Tech-support,Wife,Black,Female,1,70015
51,Unemployed,Doctorate,11,Separated,Exec-managerial,Unmarried,Black,Female,61,99251
23,Self-emp,Doctorate,2,Married,Other-service,Not-in-family,Black,Male,79,96974
63,Government,Bachelors,2,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,1,73577
23,Unemployed,Masters,4,Married,Sales,Not-in-family,Other,Male,81,94831
51,Self-emp,Some-college,15,Divorced,Tech-support,Wife,White,Female,46,24772
18,Self-emp,Some-college,12,Widowed,Other-service,Unmarried,Other,Male,60,24539
27,Unemployed,Assoc,3,Divorced,Sales,Husband,White,Male,43,48864
38,Self-emp,Masters,3,Married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,44,101757
22,Unemployed,Some-college,10,Separated,Craft-repair,Not-in-family,Other,Male,38,23089
19,Government,Assoc,5,Married,Other-service,Not-in-family,Black,Female,2,44112
39,Unemployed,Assoc,3,Married,Sales,Wife,Other,Male,82,45559
65,Self-emp,Doctorate,11,Widowed,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,12,100446
19,Government,HS-grad,7,Single,Other-service,Husband,Amer-Indian-Eskimo,Female,93,58026
27,Government,Doctorate,5,Married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,23,124308
51,Private,Bachelors,4,Widowed,Prof-specialty,Not-in-family,White,Female,9,50361
33,Private,Some-college,12,Separated,Tech-support,Wife,Other,Male,8,38602
65,Self-emp,Assoc,3,Widowed,Exec-managerial,Not-in-family,Black,Female,50,61749
68,Unemployed,HS-grad,15,Widowed,Tech-support,Unmarried,Black,Male,80,36458
56,Unemployed,Some-college,12,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Female,62,18640
39,Self-emp,Assoc,4,Single,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,23,98927
29,Government,Assoc,14,Single,Other-service,Wife,Black,Female,93,48832
41,Self-emp,Doctorate,15,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,59,114352
64,Self-emp,HS-grad,12,Widowed,Other-service,Own-child,Black,Female,10,44438
57,Government,HS-grad,2,Separated,Tech-support,Wife,Other,Female,12,28924
55,Unemployed,Some-college,1,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Male,62,29790
27,Self-emp,Assoc,3,Single,Other-service,Husband,Amer-Indian-Eskimo,Female,76,84427
52,Unemployed,HS-grad,16,Single,Other-service,Unmarried,White,Female,30,44210
68,Self-emp,HS-grad,11,Single,Other-service,Own-child,White,Female,74,54470
66,Government,Some-college,2,Married,Exec-managerial,Not-in-family,Black,Female,78,22780
49,Government,Doctorate,16,Widowed,Other-service,Not-in-family,Other,Male,68,94051
24,Private,Masters,1,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,47,86343
38,Government,Bachelors,1,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,84,78394
37,Private,Masters,2,Separated,Exec-managerial,Not-in-family,Other,Female,41,128170
43,Self-emp,HS-grad,13,Separated,Craft-repair,Own-child,Black,Male,7,44018
21,Unemployed,Assoc,13,Separated,Exec-managerial,Unmarried,Other,Male,94,59431
63,Government,Bachelors,9,Separated,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,88,80024
69,Government,Bachelors,13,Divorced,Prof-specialty,Wife,Other,Female,74,86205
39,Government,Assoc,13,Divorced,Sales,Wife,Amer-Indian-Eskimo,Male,52,59257
32,Self-emp,Bachelors,5,Married,Craft-repair,Not-in-family,Black,Female,45,70726
57,Private,Assoc,9,Single,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,38,81688
38,Self-emp,Bachelors,8,Separated,Exec-managerial,Husband,Black,Female,36,76357
32,Unemployed,Some-college,13,Widowed,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,81,31411
39,Self-emp,Some-college,16,Divorced,Other-service,Wife,Asian-Pac-Islander,Male,85,37889
69,Unemployed,Masters,11,Single,Sales,Husband,Asian-Pac-Islander,Female,58,128054
45,Government,Bachelors,6,Married,Prof-specialty,Unmarried,Black,Male,46,81330
31,Unemployed,Doctorate,1,Single,Craft-repair,Wife,Other,Female,67,104001
44,Unemployed,Assoc,10,Separated,Exec-managerial,Unmarried,Other,Male,65,42330
58,Private,Bachelors,5,Single,Other-service,Not-in-family,White,Female,18,56389
57,Unemployed,Some-college,12,Separated,Craft-repair,Unmarried,White,Female,2,29689
45,Unemployed,Some-college,1,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,4,32219
43,Self-emp,Assoc,7,Divorced,Sales,Not-in-family,Black,Male,96,80637
66,Government,Doctorate,10,Separated,Tech-support,Wife,Asian-Pac-Islander,Female,83,115234
19,Self-emp,Bachelors,14,Widowed,Sales,Wife,Black,Male,84,58108
42,Self-emp,Bachelors,11,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Male,42,87655
20,Government,Doctorate,8,Widowed,Craft-repair,Own-child,White,Male,49,112094
25,Government,Doctorate,8,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,49,104709
61,Unemployed,Doctorate,7,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,7,120317
